sequence_id	D300418.lib1	D300419.lib1	D300420.lib1	D300421.lib1	D300422.lib1	D300423.lib1	D300424.lib1	D300425.lib1	D300426.lib1	D300427.lib1	D300428.lib1	D300429.lib1	D300430.lib1	D300431.lib1	D300432.lib1	D300433.lib1	D300434.lib1	D300435.lib1	D300436.lib1	D300437.lib1	D300438.lib1	D300439.lib1	D300440.lib1	D300441.lib1	D300442.lib1	D300443.lib1	D300444.lib1	D300445.lib1	D300446.lib1	D300447.lib1	D300448.lib1	D300449.lib1	D300450.lib1	D300451.lib1	D300452.lib1	D300453.lib1	D300454.lib1	D300455.lib1	D300456.lib1	D300457.lib1	D300458.lib1	D300459.lib1	D300460.lib1	D300461.lib1	D300462.lib1	D300463.lib1	D300464.lib1	D300465.lib1	D300466.lib1	D300467.lib1	D300468.lib1	D300469.lib1	D300470.lib1	D300471.lib1	D300472.lib1	D300473.lib1	D300474.lib1	D300475.lib1	D300476.lib1	D300477.lib1	D300478.lib1	D300479.lib1	D300480.lib1	D300481.lib1	D300482.lib1	D300483.lib1	D300484.lib1	D300485.lib1	D300486.lib1	D300487.lib1	D300488.lib1	D300489.lib1	D300490.lib1	D300491.lib1	D300492.lib1	D300493.lib1	D300494.lib1	D300495.lib1	D300496.lib1	D300497.lib1	D300498.lib1	D300499.lib1	D300500.lib1	D300501.lib1	D300502.lib1	D300503.lib1	D300504.lib1	D300505.lib1	D300506.lib1	D300507.lib1	D300508.lib1	D300509.lib1	D300510.lib1	D300511.lib1	D300512.lib1	D300513.lib1	D300514.lib1	D300515.lib1	D300516.lib1	D300517.lib1	D300518.lib1	D300519.lib1	D300520.lib1	D300521.lib1	D300522.lib1	D300523.lib1	D300524.lib1	D300525.lib1	D300526.lib1	D300527.lib1	D300528.lib1	D300529.lib1	D300530.lib1	D300531.lib1
TG2:bin_000029	2198612	474676	1297050	2115101	2690198	2441871	2345336	2752895	2830065	967316	1744234	2422639	402640	1247186	816225	1454752	1016717	2728435	1618733	2414652	2773867	2155288	2215139	2846066	1754439	2686617	2432135	909038	403717	2526635	2806416	515761	2561543	2250142	1925893	2761635	1702172	1120382	2743326	2606716	1021595	1957399	1371116	2606959	408064	2344178	1102170	2550254	1967739	1960897	2506032	1945454	1858900	608021	1949965	1342650	2807179	1838339	2080072	1510367	2090747	1389972	2862324	2414093	2447236	1668649	2277039	2676253	597677	1270196	2754062	2862145	2378255	2494207	659534	2261536	2691932	2101659	1702588	2019074	2361279	2102157	2320215	1045446	2504544	2337781	2088226	959215	1187143	2176399	2776638	2587219	2122594	2516523	2332742	2024309	2451472	1015000	2788498	1861854	2694680	2191682	2016547	2724039	1028828	2357348	1972626	2634608	2783694	1608592	1508268	702937	475	284
TG2:bin_000046	1707884	8054	4168	14585	1994509	4695	982776	2202666	1454796	812492	1284678	1102825	2664	745652	3667	8137	9005	796071	8732	938813	568392	1709732	913478	1331213	8972	2103345	3286	2709	6328	1375275	1561513	2484	1827861	10408	12166	1400343	8305	102594	1982530	315277	1219524	6252	9192	844478	5033	22704	788388	1671748	103280	1199973	7692	818125	7615	75381	1231657	105379	1812721	1748496	6532	4537	1285264	4839	1474661	1368067	4154	86450	1490211	2090823	623880	5610	117048	1023203	2026152	416126	432	765383	954935	1001097	951462	1194176	9491	553829	485343	4302	376373	786399	1572926	254268	35902	7895	1531677	816595	262687	996787	1951068	8802	1228870	431618	1157059	563403	1119773	1881598	537525	1264503	56850	1279171	423760	8641	111645	1002525	681623	1470183	0	0
TG2:bin_000054	6103	47913	71372	68093	21021	572433	95427	91786	606189	7615	275745	146026	392344	2526595	70326	204641	346610	628079	1164309	13573	195153	333997	636932	281247	23909	969	114272	10149	88367	179621	1473	32438	185434	190112	2181632	184849	15709	423296	706776	199973	2160	54927	213437	310079	4456	502069	7164	173288	18329	53118	571480	219821	457042	1872	1966	691984	896	263433	4179	237346	9530	2105082	13489	319847	64373	42909	5787	101701	138100	73738	224979	7944	33504	11435	53371	16750	1084978	3322	2811	21111	567827	2340	104163	117981	85975	16790	190372	61803	267009	210285	15350	7938	11922	25743	2894	61994	1794	336	65584	1801	9925	434789	160220	385	4517	157302	41344	93389	29429	397321	90638	4285	140	0
TG2:bin_000055	34253	8396	1898	0	802655	414537	791937	1031300	1238906	18964	1091	159399	0	602291	1320635	5757	8434	404445	16318	12711	1113184	33982	853449	486667	14107	283510	730122	14346	6057	122187	763683	3239	595994	278	128414	245902	0	8399	922398	512190	20396	1301	7421	1209294	567	1314753	13468	120350	2544	21411	511	28903	5183	140649	151181	24236	15906	28628	0	1534	18294	18352	1529	410378	432842	1788	27606	149073	5185	341	888437	1104762	30952	404254	3724	13196	574299	23300	17870	3772	300	11361	1320552	771559	682940	4869	3622	6663	6762	9984	939539	549	896	148567	7953	9751	29707	9007	0	298	460622	29183	10261	134909	21886	306844	6781	0	503627	11657	8564	300	0	0
TG2:bin_000056	3975	150	86	3015	1559728	0	294495	34907	1654022	2115	3790	712	0	0	0	153	300	449	151	1329970	7094	2758	4147	2698	311	4418	0	150	116	1350489	6772	1512	68095	2592	150	1369576	1052	0	111492	871	4064	348	76	397201	153	0	5378	1155671	2900	2703	2497	3835	300	1349	1528	1422	4280	2052	727	150	4955	228	5655	572318	0	2995	3368	1921907	1100	727	4034	4661	4084	6117	0	6427	102	15232	2344	5546	2233	4462	5607	0	5899	6153	3527	2593	1518	150	3877	4780	1709	4118	7700	191	4404	3094	4681	4625	6907	1763	3814	11421	758	1814341	3085	348	4320	641	2021	2570	0	0
TG2:bin_000059	1335390	17198	27290	131376	3137686	21711	1281761	3163056	1657600	44118	133629	907579	16843	3031342	82356	26222	30846	2693115	35218	3141918	3114428	353020	814303	27562	88851	1534877	54858	23534	31290	2461751	1722693	29816	2469342	29905	2871405	1565264	28156	23876	2318197	1328881	1105394	30989	75591	1414932	26113	2749253	51369	1135054	98719	60847	23864	46510	42472	3128751	2067788	41350	1508331	54796	28062	21355	1708826	32163	422947	2836825	339451	109654	2327760	2743842	43353	29753	2125181	2267793	72167	1526721	9866	83147	1517501	500165	57257	77590	25781	75479	2663004	1591620	2228350	85827	54846	29139	40681	30531	922460	140233	97389	2454798	2599535	27983	1109909	42555	108456	110389	1689715	49567	35154	901182	3139119	2012823	29764	27454	964273	38409	37876	106553	0	0
TG2_21:bin_000001	96969	3939	3954	7279	1925594	3148	70495	70141	8042	102337	5827	104841	2713	186220	5941	84755	122280	70506	111194	1291278	180295	76223	7118	7216	119278	126490	2565	4130	4837	51779	90479	5392	53424	6050	4243	3548148	5310	125941	43202	6972	82963	4453	112748	7303	1874	4673	175599	3550403	5998	141968	4355	88589	100271	10503	54136	6640	400250	132364	5455	119981	97401	152833	16652	91110	6443	7336	106849	75171	6804	5261	95814	65429	86798	101571	4027	62019	7648	148052	219632	179083	5087	827030	104783	6637	66040	1184583	65905	81841	66570	105380	71041	35504	6174	133130	107454	91538	671596	97192	5628	32310	85732	59657	69570	631862	102284	3554704	56688	5044	143922	47120	6029	32085	0	0
TG2_21:bin_000003	30945	11442	6597	68341	1350201	287251	449537	1552434	1729797	8034	185170	3847	5776	11253	1837945	18475	13996	212938	23884	1542761	15952	16595	1591076	460178	39530	9946	1989671	73470	12134	1457886	15045	10091	818483	4659	5826	2004609	10378	8989	1222229	450394	11879	5694	10560	1768534	8062	12781	25583	2008036	754121	8673	44193	55198	22254	471	3639	14045	25420	13755	4911	7447	9410	13685	156514	1535572	1959734	225889	14224	1288999	7831	7941	18808	14254	15785	10813	9704	43872	931896	6628	7294	5363	7419	15538	11727	459865	11145	3641	5297	10278	7747	13146	10709	384801	338698	8123	7421	15471	313352	5212	183136	387539	7210	19145	37653	730355	846	1936212	11794	10294	55253	7224	7750	398603	0	0
TG2_21:bin_000011	1036	809	714	465	1428925	839	2092	3317	3668	924	3996	3477	646	3940	856	454	865	3835	912	1428647	3816	1102	2673	3880	961	3931	1015	787	858	2485	3870	393	1790	632	3947	2957	387	821	2638	857	6385	616	391	3149	639	3861	1389	3055	606	771	687	714	626	3143	3424	905	4104	977	632	475	800	789	4485	3007	891	538	729	3190	763	616	1388	4127	2123	2942	708	913	2162	1205	818	3106	528	1305	3494	997	3514	1139	637	761	595	716	3778	7113	446	3718	1257	741	4057	739	640	8752	3643	1033	888	4747	3070	4211	932	394	3316	692	627	1735	0	0
TG2_21:bin_000030	47239	15374	1187186	1968867	2502671	1757878	2088599	2688161	2701984	38618	2594366	37254	47479	28322	19486	28030	31955	1537498	30692	2379944	38965	41724	2468571	1707576	27793	37057	19370	20416	16330	2579961	35785	18623	1879122	2009163	31718	2697277	2032173	30816	2541163	1858366	2279408	1842683	31626	2570166	1405035	30458	2285737	2707531	1664089	44970	1789566	34332	30097	28902	32032	33811	41511	44677	1182125	21441	2262057	18257	2591526	2665616	30596	2119598	1872847	2690500	34649	1638202	35233	39685	43706	37746	15470	32258	1745020	2317660	41879	2358079	1620485	2160415	29350	20383	36049	2353080	41192	25568	34450	31774	37014	2656888	1687129	38997	2172127	33466	30848	1877627	2607401	2126041	34606	39219	33383	46667	30749	2708692	34327	1766538	37532	31562	33420	1442254	0	0
TG2_21:bin_000033	45593	11057	7883	24323	2238668	7514	111663	184745	40805	46476	61922	42308	1262	39108	1853	32407	34383	153935	3928	2228542	80688	82388	50966	7074	34784	58728	1390	1741	11700	371945	62109	13670	122095	7215	94471	1755564	6001	11409	88807	3628	99243	6262	37239	90914	5284	48758	38516	1154648	14883	65057	6337	41466	15597	51453	42721	68967	67502	57334	3730	3204	177009	2924	61154	44116	3610	16689	129417	1101970	78219	3592	68694	66304	48644	58112	8723	41203	6843	74540	43487	50889	6068	37732	65152	3739	64733	439832	44684	36524	18235	33559	66730	42947	16043	52159	292429	31033	44534	35378	20268	32686	58768	93225	39522	70687	62465	1638564	39098	6835	64433	41867	38416	34633	0	0
TG2_28:bin_000003	227320	2664	47231	203223	2549233	25773	35805	39814	2550337	160463	259286	158914	2628	78590	38308	75672	89425	39689	81599	2517296	172336	233882	2439649	39779	86378	119542	38876	17710	2506	2549986	149678	2894	39163	231827	104981	2548552	184990	132159	40025	37992	214230	74296	125969	2550075	16066	78824	146785	2547550	231688	218955	219993	140170	82021	71409	145965	188062	179512	201083	64511	35968	210745	39203	285239	40298	39008	209321	235630	2549345	145174	168009	182682	133080	194119	135506	3012	107647	39345	183431	203523	157740	209372	126202	108512	38309	116264	94127	210645	101096	177790	126203	90679	257719	219537	170887	204577	107824	147124	148057	234055	251394	154540	218896	120386	144914	84674	2549881	122494	177505	151732	206366	214043	234183	0	0
TG2_28:bin_000016	445980	25371	21061	261032	2433104	35105	2818591	2766323	2832219	356747	52484	325726	19150	35812	26601	194807	172467	2733582	238083	2821553	334908	448044	2830473	2122059	143620	320943	26763	21990	25832	2785215	360821	30252	782408	29080	33404	2701969	23855	148355	2819685	39545	429196	27372	184004	2826904	20867	38126	223283	2824470	336131	368633	21787	217548	194305	275584	335897	394192	261097	464427	26958	34940	396422	65387	394465	2831719	28778	293391	432514	2580673	422991	27587	352217	272062	309500	261173	24469	227413	1658849	416182	328011	293660	22168	291137	350659	30139	326100	326197	391857	169329	424730	197513	327707	214252	241564	226440	436410	234960	172679	182322	132982	142562	314502	450737	248001	291986	325828	2392516	215647	23913	288586	384420	288402	331977	0	0
TG2_35:bin_000002	81342	866	934	3468	2997292	2211	3187667	3143539	7076	126095	1497	86329	931	144115	221	85469	113640	3166169	106084	2472290	141963	61576	5601	2269	108491	90580	496	2542	809	2689470	79391	795	2878276	3375	3213	142572	884	122434	2374265	1285	86785	919	105081	7641	1151	3056	1344029	140929	2529	110175	1098	80382	96769	8699	52277	3639	122891	1777852	896	107694	110432	131242	21843	3248216	494	1294	91497	3164808	3000	967	75632	63426	60501	96412	988	64422	1527	114248	125167	984990	1052	1080357	94330	980	57065	1966057	56224	87012	52846	97714	60494	49208	1185	117605	124290	91307	93362	873784	2106	41864	76910	50688	77517	108379	85094	155023	52323	1261	87402	42220	3612	48252	0	0
TG2_35:bin_000003	2987027	393910	2875246	2973102	2994058	2995502	2995409	2992958	2995180	2966341	437273	2717984	2901980	427006	2753533	2873586	2927633	2995578	2882260	2988520	2949473	2994086	2995689	2995437	2716081	2211704	2987992	673493	2977843	2995183	1297954	2882979	2994290	2987979	651927	2991953	2988159	2929830	2994846	2994837	2989384	2991211	2929493	2996051	2876061	2954872	1131908	2994846	2976039	2990450	2895946	2928572	2882462	2429796	2628190	2992227	980146	2994059	2943321	123679	2985149	564799	973587	2996669	2990604	2983779	2896807	2995659	2992599	2944702	2962106	2990128	2989272	2921949	70617	406144	2996163	2990118	2982347	1468795	2966955	963356	2949079	2990386	2855426	1199997	2991826	2889007	2993242	2882353	1047661	2974801	2962868	2983052	2983226	2883529	857873	892638	2991407	991726	1616232	2993223	2897225	973350	1755907	2525065	2890041	2919549	1361696	2988366	2989700	2961962	300	753
TG2_35:bin_000021	2824191	2508635	97651	2617746	3199709	3203658	3210807	3209540	3209040	2641113	2848377	2973991	79190	2847367	2532861	2041106	2772845	3215364	2865123	3193067	3012506	2882631	3211038	3211864	2761786	2884569	2631584	412249	2701437	3208579	2991118	2698917	3211082	1919811	186503	3197922	1786227	2319519	3211341	3203391	2672482	2837758	2613984	3213314	113547	301007	2908622	3202914	2599153	2883936	135958	2815072	2515282	2907477	2936859	2841848	2977783	2803753	2138466	2877438	2423905	2144521	2847590	3214060	1680323	2483391	2394781	3208726	2854200	2807042	2861611	2969489	2779283	2965724	2752918	2440076	3213449	2688526	2842168	2923097	98343	2874984	2953110	186499	2984762	2439517	2845636	2610668	2868802	2414820	2916732	2878086	2563137	2920520	2708984	2672090	2854086	2885759	2870376	2702506	2994547	2864306	2863895	2911833	2924687	3203923	2682124	686808	2753815	2728036	2807188	2570914	0	0
TG3:bin_000005	2620199	764	8102	15806	46994	15496	31997	31082	17800	2893543	20927	2733474	7095	65248	12675	39309	62526	31148	51863	40047	2926612	2930130	17162	16039	62292	2920542	12486	954	1061	27928	2682994	1684	29327	15047	12225	53786	14501	60917	25676	15694	2578580	15197	59318	17397	14607	13684	2222902	55100	20271	2930256	3321	42186	50859	17115	40103	17568	2926952	2930017	11061	55073	2837840	51827	30034	34120	13434	16503	2428051	33580	20045	14226	2928200	2669269	2845878	2911974	827	31876	16002	2778727	2723247	2528889	14094	1890624	2850860	13169	2683965	1591004	2916365	41239	2911037	50372	2649712	37591	21128	2924114	2894713	45000	2918175	65462	16278	33309	2555615	2871102	39982	2914485	1975677	64205	31643	14416	2925029	2642220	19035	37429	0	0
TG3:bin_000006	1165	791	731	0	5061	251	146	1348	409	570	150	545	902	417	793	570	409	1801	472	5146	763	700	491	945	663	5295	300	1087	573	435	664	697	149	150	428	3529	433	384	300	0	1557253	775	445	337	332	396	703	3522	400	702	252	258	881	300	859	0	870	989	565	687	1675868	774	0	690	616	140	1661907	3680	150	517	364	639	1604897	300	150	451	358	65190	4047	812	0	1463	150	666	478	2015	556	405	300	553	526	225	315	984	994997	654	534	377	323	0	692	260	615	6247	585	0	300	310	587	342	385	687	0	150
TG3:bin_000008	1620736	11598	8548	29004	32912	12717	17546	23714	21404	327195	26180	30234	7839	13136	7725	12286	16232	18102	10663	35006	39630	582423	19209	19183	13783	44472	7546	7681	15577	23831	47228	12389	18846	20508	12565	25251	16346	16479	19398	12940	2189045	16127	16195	21404	7334	16171	27763	25758	29111	460949	21522	26434	13168	35735	37774	26657	42873	31970	14876	11053	2410182	9534	32081	20390	8938	31771	2409870	24457	24258	14904	43620	36170	2405989	35788	8239	20797	15292	2411963	1826246	24404	20566	28192	38448	7614	34886	25634	481142	20365	26364	16644	43330	30567	29196	38857	2349509	15427	41365	22350	35355	34006	41208	493999	23395	34538	30045	27130	23212	19271	44896	130602	23861	29050	0	0
TG3:bin_000014	1513943	717721	3678038	1405071	1434236	14110	2880381	1289165	2608281	760844	1658593	9247	3238718	0	14573	3156280	2316771	15308	15250	913070	1460612	3896576	376774	2524817	17500	1027749	12023	11797	3871426	1245019	2104017	47026	1019354	2717737	2504	625686	548907	2431315	1243378	13197	241977	2906538	2130197	2012632	1491082	1841	2532667	805319	1527863	1890243	3260366	3250973	3191582	427	332724	3670302	1218698	3869766	2617854	15602	661649	15065	1842879	1670298	16660	1594670	536873	959948	2941273	1792348	3699010	1858703	3564840	970509	11173	2833672	16926	625950	2322191	1253383	2275562	1510748	2025639	14585	2105492	3370516	3846010	1569067	2758063	3244486	1109297	804019	1987424	3671935	1739244	2434321	3088549	799731	3055438	857977	1448169	3840376	3183213	512617	1212158	1998927	2108183	3065240	1139131	2848619	3810621	926318	0	150
TG3:bin_000026	2269387	3191	10945	71341	65829	47717	47525	47776	61202	836012	74312	56955	1231	10933	47709	49984	52284	47767	47529	58665	68086	62702	61403	47785	54579	51918	5517	2021	3306	60910	56478	2850	47535	55356	15545	77075	58468	49665	47676	47688	2274765	12669	55988	59823	6526	52089	56848	77091	72123	1366356	58535	77435	41536	37914	43848	62383	68610	62738	12681	36970	2281716	1626	34909	47507	47457	65140	2240852	48559	37205	13634	73992	71284	1759628	70374	2706	40011	47897	2087222	2069084	38084	57832	74809	51896	40787	51150	48422	60524	42479	30970	31859	50704	71720	70891	64644	2270058	27240	61602	50093	69678	61072	70133	62997	55896	66379	53787	73574	75065	42363	60235	61214	28615	56122	0	0
TG3:bin_000034	2481265	3811	3054	4349	6745	4200	3269	4938	4721	1544273	6346	1875917	1111	5601	1170	6705	6528	4879	7384	56059	2697116	1396408	3174	4289	4506	2626329	867	3422	5406	3288	1256217	5542	4938	7959	5713	3783	3987	6735	4105	4093	1695487	3964	5018	3533	2765	6113	165469	4044	5456	1782723	5285	9326	4159	2679855	2897381	2786588	1524660	2511920	3735	7327	3004598	3864	9744	3505	844	11368	3035762	3661	3036010	3556	20576	2147149	2845406	1723019	4911	9521	4307	172071	2455428	1920536	4188	1171121	2897178	1205	2394301	1353149	1004520	5857	2993811	3370	1367653	6624	6131	1357586	551185	6045	19189	137864	5769	9495	2892468	2856554	12523	766412	2835042	4707	8605	7547	20987	2872486	2298197	5406	0	0
TG3:bin_000048	2239564	2542065	20103	1347784	945345	1660186	869305	1526458	2233529	1104488	1580205	789296	3938	28319	1935304	24721	1159909	2065068	26324	1623759	1956928	2388804	1495456	2331975	27843	1908790	1528174	20510	2146057	1229011	1367599	2419948	798008	391519	313675	2108182	162042	1666197	609421	1675147	1124287	1016875	1435060	1833620	12512	31548	679564	1535249	624371	2140569	484685	2205491	24443	41027	603373	2541543	1840186	2176327	1716292	8548	1803048	24735	2036483	1837954	2315916	968102	2310046	1217086	1937067	820196	2331223	2189471	2521043	1642341	1505049	2176801	2282370	1977250	1623223	268312	542310	1901895	2139194	1940300	1459214	1637792	2254394	995251	2351700	2036109	2363230	2194459	1438272	1340186	2594951	802529	1273632	475868	1827563	1857632	1435889	2519223	1632101	1740772	2090859	2126785	1895553	1656379	1515989	2014705	2540647	678686	0	0
TG3:bin_000050	2282947	24013	35923	64741	87861	65087	80471	87032	94291	1850266	72931	1124871	31674	2757054	59481	59932	69608	85394	68691	83836	2776735	3034527	80342	91550	69608	339823	52601	26177	25340	87495	2628960	2986092	88483	60755	2740625	86255	56360	69083	79590	68628	2971738	52722	70893	87282	49946	2771573	71799	88715	69797	2529245	30244	68308	66791	1225693	2216482	3030044	250895	3036699	42243	70050	2123766	31567	2904923	93205	63207	62128	2562583	89365	3018065	51513	72419	2342420	2666375	1598543	23356	61737	78400	2463648	1129514	76606	46691	67852	2352996	61336	2781866	73823	3025441	53961	3024508	61333	227018	66521	61874	361899	583224	57168	479248	73611	67022	59683	2790157	3029347	71633	1618291	2722064	82015	69086	50039	84388	2893398	2983379	77195	0	0
TG3:bin_000065	1490199	0	0	173	1377	377	395	333	388	1878509	323	324	0	176	175	482	466	176	633	1404	356	223	328	178	434	387	328	173	0	678	360	148	180	175	176	648	174	252018	532	176	1503921	178	456	301	0	224	232239	175	175	1850349	176	2068	492	173	175	177	47482	176	4737	164	850153	300	843772	558	395	220	1545829	175	169	175	501	27059	51821	108076	0	221144	248	1052681	1392701	245907	168	188914	391	174	163	244696	179	256389	176	471	9264	319	166	84126	720346	467	50225	8249	319	162	307	170	287723	17229	330	774	12979	172	510	173	162	206	0	0
TG3:bin_000069	2232877	2107	23557	1973829	8645	4036	5046	5425	6695	2078477	2066148	22509	19099	3153	1942	22958	26968	5721	26049	10758	25722	1197474	5924	5753	23515	33437	1751	23891	1879	5768	26366	1905	5569	47689	4361	6910	37744	27709	5997	4447	2041459	22477	27659	5480	23500	3664	72870	7007	1991311	2279850	28554	56925	24784	25028	24992	3760	35850	8659	24341	25347	1921405	20160	1375790	5775	2756	1799510	1954996	6571	5743	22980	33210	28711	2253011	29058	1025	51875	6768	1905098	1932849	52231	26565	59548	23696	1611	25681	51947	770322	36485	4422	24829	28699	1038566	1642472	29620	2257774	33982	28123	57715	2299233	211101	28030	7224	56323	33641	24771	6997	45000	36182	30255	4771	5496	965947	0	0
TG3:bin_000079	101124	930376	1623585	25430	63304	586597	19516	443579	116457	17375	214605	23716	1201111	477861	1329739	124667	25527	1243958	28804	70259	39571	44218	46164	226785	78287	50109	955366	6281	1269119	156908	11215	357719	61791	159757	490492	102738	9488	35192	87164	475766	2875	41828	47689	60034	51005	123209	11748	80177	8892	33126	315885	59694	40538	5728	2503	47587	48013	72441	5869	2049	2364	488856	6251	1185225	736288	17593	3220	118630	33507	29912	59801	40937	19809	1189	744589	86648	524431	7923	17142	25390	127096	51125	23751	1598058	10544	40089	128799	20147	36830	41752	7391	19388	7958	2354	1869	22313	25908	1766	111941	18206	15614	424476	62118	39955	15471	35898	40393	70492	51716	35811	902515	4416	0	0
TG3_07:bin_000023	69363	1105396	10389	57679	1111959	2668142	2211080	2580609	2317643	386654	48523	75132	2866	40955	2536305	21191	23035	2698799	16740	273721	92279	77562	2047337	2353612	25749	71185	2314391	10914	198409	1645764	73841	447328	1915721	49450	48267	1761076	30019	26580	2393728	2651898	64637	46918	31308	1024001	11302	59928	41757	2413058	51096	1529741	20894	40948	17654	60399	54923	65043	74827	68667	32083	13288	66451	11804	53572	2642546	2398764	44555	76587	1737600	1566345	40320	58211	73814	65091	71834	53706	42131	2410940	236562	76590	45088	17143	48445	66383	2681978	65903	49216	968545	29386	58189	28006	79552	56828	52532	68918	74279	20342	56714	33590	58603	52464	75032	67217	39269	71196	69199	1622977	37353	32422	73134	54597	1417485	71821	0	152
TG3_14:bin_000007	3066	2642292	258671	3326	4620	550769	2057	10474	8126	824	9528	22905	161496	2798414	2860949	44562	22769	47643	38442	2710	45527	3282	8120	75630	57540	33417	2381080	238275	2036973	9262	29935	2712078	3305	3262	1473547	4661	3234	6727	7832	279472	476	108696	14116	13232	2215460	2097663	10454	2008	2912	1539	7593	4372	277687	434994	20743	101416	3304	4261	74149	35979	705	2602188	2813	21819	2217998	9901	911	37005	170770	403984	8447	10505	991	3213	2621869	6933	293914	984	146	7398	8826	31316	22512	2666810	3565	7613	2959	2758	182125	18202	2172	15229	5466	5673	1484	3630	4491	20544	3984	528	14333	10574	4712	3688	70856	21317	4860	3789	8358	2776	35509	3945	0	0
TG3_21:bin_000001	8338	4298	1165	6331	6748	1372	4077	5202	3945	45291	6881	4753	1367	4656	1485	2216	3037	4904	1993	7544	10700	8473	2519	4278	2083	27329	2082	1668	4482	4809	9622	4849	4755	2033	4300	5643	1496	2089	4872	1607	2164541	2381	2188	2601	858	4682	17774	4846	5272	9346	2301	15735	1822	6724	6362	5429	25157	8039	1903	1210	2166632	3414	8716	5407	2510	7040	2166352	4749	5256	1757	15275	27762	14411	22708	3093	15261	3383	2166063	2165975	26905	2662	18198	8257	1518	8334	20118	8447	12040	6241	2230	25921	8276	5901	8649	2166719	2254	23363	68655	6006	6983	8864	6863	14884	26241	7098	4826	13827	2422	27812	5296	4927	6762	0	0
TG3_21:bin_000003	2975488	295472	62447	75736	106120	103053	105746	102962	106794	2974267	70735	56108	63335	43005	77724	50379	103505	104858	59629	102808	2759811	2918955	106252	105143	51776	2694979	80074	37428	84657	105900	2719590	82395	109827	83643	34651	104685	80333	103970	103947	103315	2985758	70740	103563	108860	67095	52487	2693475	105631	95944	2973083	71805	54900	64469	2678709	2676209	133682	2402008	2908980	81365	85079	2985501	42902	80294	105131	83107	102684	2978188	110417	138037	68420	1317695	2473907	2367271	2751737	54579	58527	104569	2962011	2973846	1207840	84564	2685423	2727851	98868	2718811	2738233	2872205	50827	134511	66254	2625457	296605	94204	2528508	1753663	50236	2449631	2696194	104278	75517	2699332	137517	1301615	2696597	2674893	105014	89322	81801	2722945	133269	127715	88164	0	0
TG3_21:bin_000008	2346164	1443	2346	14148	14721	14636	13808	13889	14628	2726289	13825	12810	1385	13375	13273	14606	13999	14547	14123	14870	12976	17576	14370	14726	12937	10007	13179	15040	1605	13971	12244	1381	13153	14087	10802	14143	14053	11816	13765	14370	2421621	14587	12957	14428	1483	13393	2690327	14045	14448	2735789	14484	11020	14563	9837	5864	16856	11261	17642	14325	13973	2742436	14534	14321	14898	14470	13491	2742781	13976	16932	14544	14037	13987	2653600	10223	1292	9328	14610	2742584	2622847	2738091	14294	2727014	10972	2131	11296	2432812	17453	6547	17228	13237	13463	14177	13464	8255	1131725	14007	8077	86076	14709	12407	11445	17465	10029	11933	1463	13548	9447	14216	12691	16852	16837	12472	0	0
TG3_21:bin_000030	40501	11845	8153	23754	19083	8739	11663	13860	15625	19518	508007	13602	7184	11369	3101	7345	12668	12679	7859	65984	16559	18770	13979	13070	8107	1885020	4374	9757	12645	14116	16560	12422	12020	15861	13409	16145	13728	11886	13085	6909	2409675	10404	13360	13710	8197	9882	2027769	16023	39072	22427	15164	14818	8446	10144	14371	15826	2086366	19250	12795	7934	2412069	7844	2075059	14874	7112	25291	2383719	14848	13735	8985	17258	17317	20285	16258	11246	14261	10919	2358740	21298	1986087	15040	2152619	14892	2493	16110	1959632	18056	10721	17825	12402	15364	317896	24608	16967	2380951	12835	1719200	1905224	28342	1017079	16050	17568	14737	1831942	13232	15995	13731	13868	2100089	15202	10416	24382	28	0
TG3_21:bin_000040	2117826	56149	9893	43242	36191	29871	33302	34315	38347	1313035	47052	52773	4791	46237	19757	20095	28083	34407	21484	37449	57006	76108	35109	35118	28638	52425	18541	18054	57877	36108	56334	59022	31257	28727	53676	37431	25312	28394	34121	31309	2131619	18536	31337	35430	7850	48548	33747	37653	43118	1770466	25245	34089	20314	49596	41599	65033	46384	72857	22760	17458	2130214	22322	44731	34170	22375	41841	1926787	37127	67215	20504	52263	55455	1887460	52174	56978	25824	33628	1789180	1810122	37542	26759	39771	33625	18056	55409	35549	71212	28348	66123	29123	51531	42920	40023	57982	2069291	29169	43907	29796	50363	41673	50784	70215	32030	59260	52066	38813	30678	23719	62702	63027	47430	38278	0	0
TG3_21:bin_000048	317295	136719	102471	406664	1963457	77216	150008	1992823	153934	179505	1931692	182929	79492	164431	55303	95612	104877	124991	106702	1420559	235393	266201	117556	112402	111072	268650	52108	89372	171326	236103	192592	162948	1673867	165369	177304	161596	140029	116835	100156	78867	2236369	132735	118529	690179	87283	184225	171310	155347	957195	229254	155391	162049	102465	184420	178482	205108	218949	202863	153282	73843	2400925	88005	2015865	159618	72138	1963759	2430861	803561	192274	109426	200654	236686	419928	214688	112832	148130	98430	276924	306006	156705	142684	171949	217179	58632	210305	130427	196226	98010	199798	113012	215214	1530983	1651835	216266	396875	104695	181731	136936	586919	2057120	225173	214559	127424	278321	187053	352561	134699	146138	239714	180495	170606	1019089	32	37
