sequence_id	D300418.lib1	D300419.lib1	D300420.lib1	D300421.lib1	D300422.lib1	D300423.lib1	D300424.lib1	D300425.lib1	D300426.lib1	D300427.lib1	D300428.lib1	D300429.lib1	D300430.lib1	D300431.lib1	D300432.lib1	D300433.lib1	D300434.lib1	D300435.lib1	D300436.lib1	D300437.lib1	D300438.lib1	D300439.lib1	D300440.lib1	D300441.lib1	D300442.lib1	D300443.lib1	D300444.lib1	D300445.lib1	D300446.lib1	D300447.lib1	D300448.lib1	D300449.lib1	D300450.lib1	D300451.lib1	D300452.lib1	D300453.lib1	D300454.lib1	D300455.lib1	D300456.lib1	D300457.lib1	D300458.lib1	D300459.lib1	D300460.lib1	D300461.lib1	D300462.lib1	D300463.lib1	D300464.lib1	D300465.lib1	D300466.lib1	D300467.lib1	D300468.lib1	D300469.lib1	D300470.lib1	D300471.lib1	D300472.lib1	D300473.lib1	D300474.lib1	D300475.lib1	D300476.lib1	D300477.lib1	D300478.lib1	D300479.lib1	D300480.lib1	D300481.lib1	D300482.lib1	D300483.lib1	D300484.lib1	D300485.lib1	D300486.lib1	D300487.lib1	D300488.lib1	D300489.lib1	D300490.lib1	D300491.lib1	D300492.lib1	D300493.lib1	D300494.lib1	D300495.lib1	D300496.lib1	D300497.lib1	D300498.lib1	D300499.lib1	D300500.lib1	D300501.lib1	D300502.lib1	D300503.lib1	D300504.lib1	D300505.lib1	D300506.lib1	D300507.lib1	D300508.lib1	D300509.lib1	D300510.lib1	D300511.lib1	D300512.lib1	D300513.lib1	D300514.lib1	D300515.lib1	D300516.lib1	D300517.lib1	D300518.lib1	D300519.lib1	D300520.lib1	D300521.lib1	D300522.lib1	D300523.lib1	D300524.lib1	D300525.lib1	D300526.lib1	D300527.lib1	D300528.lib1	D300529.lib1	D300530.lib1	D300531.lib1
D300508:bin_000006	651762	57832	726836	2484856	450204	381915	435061	1146999	518235	2079742	1666282	2495721	2212360	2441373	2223438	2213130	789149	2214889	366231	740493	2512445	1826769	392849	406091	2232345	2500561	1653232	2132481	2276962	508315	2511243	1158578	370854	2483612	2469219	671018	1353165	377199	378622	410395	1320008	801817	2240099	643432	783867	2500598	2311925	403852	2485876	941982	2487606	2270009	414562	2500831	2507218	1266016	2515314	464625	2208674	37429	1041493	2126012	2034080	502491	804118	2484935	1795206	513805	416224	353658	2513698	2514493	1144853	2507801	37765	301307	544996	2338698	1050745	2256204	1892060	2253223	2509615	1570280	2508153	2249143	491258	2238313	414672	491814	2516822	2489080	2479287	2511821	704813	895752	2512558	2208542	2489452	2431560	2510365	331034	2298900	2514134	2506817	622652	755293	2324381	2515190	329927	391387	1295988	724	150
D300509:bin_000001	273827	16704	23715	2433126	300355	3465	11733	610260	66965	157992	493153	1793890	24027	51385	6495	22698	19346	19706	18893	257991	2124840	145884	11261	17577	20750	2131161	2627	24740	19655	271192	2127969	22497	57628	12984	60542	198531	9008	21477	13238	4065	141046	22060	21112	504578	21742	59145	2082106	203251	2298888	761895	12068	1798512	21589	1790897	2128490	9478	2127289	23029	20349	22445	172784	23148	2401181	13889	6699	2432918	379910	198883	19276	18736	2116541	2112920	144177	2111124	12175	2085724	10608	1125756	621590	2104811	230546	2086364	2057351	7189	2120753	2117758	23589	2002197	11467	20590	2120269	2433855	2381926	2122986	784451	34158	2121028	2032647	2377404	2432531	2116375	20491	1906087	2123496	2107195	171206	2076643	17049	2127636	13036	16741	2432183	0	0
D300512:bin_000003	2200831	1644	82180	1707958	296325	12998	12524	13485	126994	2197343	1668723	112828	1503	49274	12798	431632	632561	14493	104593	247323	166600	2205603	102263	14103	101805	122039	1271	1468	2310	204710	108108	924	13321	1709209	108311	235058	1696624	1992906	13965	13312	2220496	114647	1999427	127168	39325	58231	2036483	228691	1716840	2207552	1706200	2032012	147277	48360	111457	2201693	170676	2200446	92564	10889	2225241	2323	1759218	13928	12942	1690806	2217994	154381	607588	1670730	200201	147134	2205557	138630	1162	2009392	13481	2152265	2208802	2027477	1714638	2016990	89386	9572	105735	1966222	1885238	1949378	551257	1979172	92795	1764156	1735410	168886	2226436	1966779	151641	2021202	1716825	1761881	176228	321855	2022219	150733	71047	236289	2010087	1681960	157104	329956	2189667	1749065	284	300
D300512:bin_000015	2217647	179750	103307	161339	323732	106330	157433	201207	142733	395796	202267	170118	64166	154552	53936	113649	137398	147899	106171	1314619	245959	2250702	132199	152633	136691	215333	45892	101336	206655	136906	217617	183035	158422	335160	146144	144496	99795	133592	146853	108690	2210571	84703	136794	139613	73056	172943	143524	1364777	118047	411189	119968	153773	105787	171688	166038	178979	215200	246044	99622	66608	2196275	103574	175920	173803	75417	133830	2278080	170406	176074	83802	207034	227437	2281079	248331	148437	146939	135270	358406	2276026	149033	115541	158143	179775	92866	215726	160768	282468	133803	183800	143479	251880	216885	153009	225517	2286411	133453	181928	135755	223018	624541	218456	218724	142056	234614	185131	145474	146699	195497	230151	173695	129245	143280	0	0
D300512:bin_000016	182268	11082	15414	37756	44489	20268	30582	42135	30339	81117	30442	39567	8281	32873	21284	26170	568489	42355	23809	48514	50369	77446	32192	30578	28422	47235	16813	8683	14836	32977	46511	14772	36967	29011	28659	35524	24789	22799	30752	26518	323274	31095	30345	32561	13926	29009	47608	33873	39024	95749	18157	40031	23637	33887	42452	38602	52933	72943	26517	22959	912785	12560	50262	33276	23878	38040	632099	39474	42661	28569	40251	44472	1918851	43926	12222	39334	28632	102211	136048	1988754	22079	47644	43596	23225	44522	47917	64911	30513	42279	27395	40312	43122	34119	55208	2123191	27643	40369	45134	39780	37561	45165	67380	38898	51385	40522	36176	37380	23410	47050	49235	41370	37371	0	0
D300513:bin_000002	2488092	113279	119592	2058639	241579	117852	295361	280810	345918	2375541	252194	2543635	96166	144504	96919	2955695	2973841	281745	2956659	310029	2551920	2509425	353108	212525	2951064	2592869	86351	110215	122920	285839	2567713	126702	160812	135492	141713	265293	131438	2971608	292066	130795	2477685	127448	2974336	311950	107443	141802	2968192	318739	2405845	2449190	102215	2974542	2956327	2439530	2537805	2492357	2464074	2507074	117474	127820	2455776	170587	2480836	343307	97075	2226229	2491489	251836	2500846	122752	2544003	2455600	2104588	2444617	110076	2971685	194961	2471575	2284213	2958790	107267	2972773	2553320	116925	2546430	2971167	2452584	2973742	2506764	2974784	2567689	1678382	1891087	2219783	2494216	2975004	1926889	2964625	963763	1105968	2533720	2498578	2974765	2513772	2535364	234518	2974517	116878	2494116	2475992	2211101	2374277	150	150
D300514:bin_000001	114350	68258	91428	125388	164084	80424	85258	99774	101939	94777	130476	3554102	82276	3400323	65517	95447	3511259	100785	99157	160395	3564398	112465	97630	88230	103327	3564646	56938	90207	81945	142670	3564476	80674	88720	118426	3475908	136911	100021	3509593	92270	82869	109447	107148	3515839	96497	82331	1254130	3521262	150215	127186	106378	102888	3519724	92564	3532648	3557662	100553	3565452	105682	104103	89705	112744	94218	128544	96442	59958	122872	110060	137956	95222	101132	3564064	3565135	115599	3564869	69257	3512662	87165	104151	108776	3522703	89160	3519514	3560183	81925	3560143	3520940	99060	3512076	95351	3510434	3564013	137924	113685	3564667	113717	3511424	3565606	3513577	132241	125589	3564531	109516	3520412	3564660	3556322	164198	3513821	105977	3564718	87842	83997	123526	150	235
D300514:bin_000003	20644	4559	5695	2196	7413	277	1961	6710	2919	7057	104512	4109	3423	4983	2955	3859	3719	5430	3561	56836	5013	5515	2117	3929	3683	650094	868	4224	5483	1668	6289	5549	1709	1346	6266	3666	850	3962	3147	1137	37647	3583	3870	3671	3648	6220	4419	2652	3697	7127	1307	3708	3871	5462	6119	2708	1257817	5091	5425	4214	48121	3920	61813	2571	2950	26562	30344	25413	4151	2743	6350	17075	14908	11658	3036	4507	2364	13068	10813	5418	527	13933	9252	2651	5026	4654	5497	7047	2921	3475	11204	45965	1189	34642	15539	4548	1619484	3954	24434	36503	4851	5083	4145	1596607	4769	196240	4135	1228	1615614	4066	4487	41153	46	51
D300514:bin_000005	63301	22530	37653	2023622	2481322	2453047	2468272	2473747	2473830	49910	2028867	2479814	444398	46456	52159	34596	39740	2464990	38869	2475073	2481610	52607	2474397	2470139	39894	2488669	17857	32075	23480	2467084	2480925	22486	2467777	2000755	49487	2437194	1933667	38289	2472490	2469554	63580	49859	45681	2474446	36011	48691	70020	2473895	2016654	58704	1983198	52310	36824	2480148	2480440	40029	2489063	53034	1990382	33404	65643	2470402	2023517	2472587	57672	2015155	65264	2474201	46138	48068	2482319	2486711	62220	2487991	16096	50524	2463280	59128	57735	58059	1966554	68450	2480324	59318	2480488	64758	49944	41175	44684	42398	2486905	2024872	2012797	2488575	65993	38309	2489220	62336	2023412	2005699	2480674	50603	55197	2488339	2474373	2474925	45678	2006024	2489013	48183	119605	1996543	0	450
D300517:bin_000003	74493	17703	44907	106497	127530	88580	90240	105787	102298	56533	110809	78485	34538	62518	66149	74131	79659	102595	76982	103617	99275	71991	88810	93350	84192	106648	56297	57655	19281	105023	94865	20026	95764	76865	60695	100039	74429	78146	95388	88192	73194	70901	81211	98853	48177	66626	104180	100360	103399	70587	54362	91278	78078	84727	71390	58811	101248	71201	69057	77757	70343	57329	3322096	102386	69472	107579	74883	102141	55341	69082	75886	96372	81940	97906	17416	89519	94892	77460	73574	110143	64129	97993	88389	63216	90356	107402	68109	67007	63205	75201	94052	3021530	99799	79659	82091	74867	77536	97473	110862	3390746	91464	67836	91857	101110	71406	101349	89188	66937	98941	61636	53624	113647	0	0
D300517:bin_000004	20470	16710	18666	15369	23456	5775	7047	18128	7976	16556	74734	15926	16308	7478	3185	10361	9516	14243	9392	56690	15323	17532	7600	9972	10245	15411	537	10578	18361	10528	26729	17912	8493	14103	10748	11905	13763	11047	7884	6390	30612	17331	10866	13703	18761	9123	12931	10636	13033	18647	14905	10852	9249	7633	16697	13009	23310	15900	15762	10387	20328	10330	51784	7692	2889	17162	19777	50695	13793	16943	32714	19570	22208	11207	15055	11920	6432	133438	15056	10590	13811	10381	10635	2537	14071	13212	16498	9371	9388	9856	20290	193697	16299	24394	21014	9996	18640	8159	18767	1459586	12528	16865	11758	16272	13992	54158	10497	14971	24809	12649	13361	55987	0	150
D300517:bin_000013	39521	4803	7870	75074	131861	5266	4595	8180	15020	30343	101586	8940	5157	6617	3010	11023	11526	5396	8228	86258	11469	42769	14703	5779	7329	9190	2877	5019	5076	79322	8421	5242	7750	74516	10013	15076	73468	56809	4982	4952	200931	8078	56522	15950	6955	7312	59231	15439	78336	41565	73395	56267	8377	7241	10949	37870	10218	33949	12765	5243	69716	6310	1382118	5367	3379	76396	58169	40316	10662	68125	11657	10737	43588	8706	5088	63607	5561	34908	45104	54899	70507	59652	8703	4430	8789	34135	20091	33546	12119	43699	5908	374009	76287	10359	64170	52447	7794	60332	77481	1473452	11623	13862	50466	9584	7971	16213	44300	70635	10316	10796	42468	79299	0	0
D300517:bin_000015	62831	2986	52233	69894	16122	7118	5923	8257	14152	38489	1171663	47772	12558	20579	11050	55202	52984	13195	50562	15556	67162	64846	11554	8192	59066	34555	7722	13554	12786	11531	42196	6466	6927	78884	65868	18560	61731	57561	6761	6879	258130	55577	62683	12898	35407	23950	67255	16940	115331	56545	78253	64763	50663	18538	43655	33721	66591	49655	61037	4384	109449	12663	1147151	8280	6701	74744	89957	9943	51894	55253	73552	56973	45723	48057	2958	55225	7461	66911	37965	63915	69368	58461	45833	8026	55918	40177	31272	45501	38745	55239	33575	1176910	73942	56542	123652	48010	49297	73928	80791	1178601	64529	26029	60946	54336	29532	14709	53551	65918	54969	26955	58383	71727	0	0
D300519:bin_000004	2712694	39774	47570	2030517	2076037	2076648	2029219	2054310	2081251	2710837	2029050	1975945	35368	2071566	2015657	2072522	2031761	2057952	2061287	2094771	1941829	2714183	2040646	2077298	1950187	1644025	2045156	2095204	38402	2055408	1901288	42094	1981913	2051286	1708498	2068355	2048378	1891812	2056198	2077504	2711902	2080732	1951245	2074659	42845	2061823	1725337	2045939	2046727	2713464	2055927	1836100	2076570	1667422	1100423	2713405	1837501	2714842	2058719	2020565	2713578	2078355	2055762	2084120	2048175	1975434	2711073	2052488	2711013	2083812	1996257	2050843	2713262	1534553	37610	1357240	2072228	2713623	2713231	1965684	2053189	1916833	1675527	232314	1764791	1814236	2713540	868516	2712821	1913555	2016943	2071235	1993084	1441399	2712505	2007441	1319128	1893114	2070773	1951028	1822409	2714844	1570454	1878517	64535	2040047	1650689	2044597	1953287	2712164	2708384	1883710	300	150
D300521:bin_000006	154584	45601	45777	100177	96466	26572	37124	42616	48085	108310	84053	86092	48997	75039	18678	41061	72001	44621	45461	97813	135396	121213	45352	44989	52193	2074915	16912	51698	47849	43478	134163	51129	39978	79465	112408	67966	64867	59679	42658	26991	139090	46192	76895	44696	44641	112105	97367	70687	105279	161376	80396	71102	38687	118838	127128	75756	2081921	165824	66439	33750	161704	41458	95124	46190	27141	114911	211140	61847	96255	41072	2048302	2064440	160421	766882	33614	81424	40888	114831	165210	92231	71331	95956	124788	16731	124300	85012	111530	52639	83884	59687	2075729	121466	101507	1966581	1827304	207815	1948876	80084	118562	99375	134375	112672	1900371	2085248	123759	67776	210657	71502	2079859	99101	65417	104011	0	0
D300522:bin_000007	2950272	2948425	63935	244233	2467531	122970	150943	1178715	189973	1048930	203472	2984195	25045	2951607	45049	131408	127771	219174	132835	2473370	2999133	2316168	151469	187757	141582	1536125	56534	114034	2949122	175093	2999147	2952815	133458	97294	1799760	138043	61534	140464	164815	117525	2875110	48068	134205	173438	33481	2986361	151341	149890	185129	794670	80868	194628	129588	2996331	2988187	2949894	531917	2275543	1103787	45792	2951791	126948	301035	168259	61552	606216	2960026	174606	1292765	42792	2954150	2675389	2956731	2976634	2917288	200890	157613	2827076	2955869	164703	70996	186017	2967137	61507	2977782	176039	187095	131624	2942614	147366	2997680	231468	175301	2976666	2953796	133693	2400560	123940	143485	279629	2998017	2835201	157389	2979510	3002217	152311	155574	86219	2992941	2679541	1490985	177598	0	150
D300525:bin_000012	292390	39895	118556	3184631	2783386	59638	2684319	2734682	2740259	273663	325047	3153447	79959	74702	2682345	81937	95185	2733513	90835	2786748	3156461	81131	2739572	2686055	91927	3152550	45226	66810	41723	2734427	3155311	44756	2728406	3186497	72861	2727995	3184296	92285	2729682	2649462	3126564	3185111	94985	2716749	107093	108973	2896386	2724356	3185091	338487	3167540	2389268	86594	3152577	3153992	72716	3155248	77913	3180978	81888	3130466	72357	3181552	2723540	2684579	3186162	3123209	2734571	66350	3183725	3142394	3098169	426040	3146234	35370	2801411	2711403	3127430	3124523	2906859	3181989	2860407	3150923	2701869	3155587	2882786	73420	86551	70490	88399	3153589	3165899	3185128	2920416	3129857	87085	3154559	2832574	3178150	3160707	3155032	80900	2824167	3141605	3106356	2731622	2637417	3186676	3154347	67980	63494	3182394	150	423
D300526:bin_000014	263406	211474	160996	194070	327137	222746	245287	324478	309761	224237	323809	230818	177925	322981	327424	209034	563180	303912	136952	264630	3246294	416136	294061	277642	719097	3269803	308654	127922	224191	438487	3275665	209192	275052	114711	266285	293252	87269	221192	279609	221530	206871	159102	624443	303614	133177	276467	200471	316369	172315	416202	102843	209483	527249	490544	240304	311477	3263867	263970	119620	143515	236291	172944	286505	361009	341751	157432	248052	499516	216935	147470	3279081	3278283	294894	3282110	266320	253790	276517	276721	247904	230756	111190	214597	1653777	308317	936502	268772	239201	191327	191673	319885	3282508	346652	155543	3279670	278586	162232	3261354	198864	261052	344315	3263076	261530	204605	3274692	283470	293535	228818	102372	3286765	207654	285568	243591	0	0
D300527:bin_000004	2643698	19007	89458	214592	220141	23392	24330	23911	212260	2547029	325076	129004	16621	73982	8433	82878	105399	24083	83720	199921	158774	2648180	174699	24485	105339	94416	8429	14934	21993	200764	125979	22391	24125	247428	125473	247398	199946	168768	24903	23560	705959	103515	169587	216427	49577	74770	211520	245390	269383	2571221	230300	181282	97119	63049	130834	454101	157291	1260147	90513	13447	745892	14115	318387	24735	8946	225509	1105122	194978	516996	175308	175066	125371	2519900	113401	17526	149907	23669	2319815	948484	234049	216934	154859	102664	16599	109101	106612	2575591	111471	1740218	156028	70907	322904	238369	155503	622625	136676	131512	236777	246609	296959	144981	2644948	158944	120335	89075	248192	150805	190932	130215	2648905	2644084	248890	0	150
TG1:bin_000020	17385	1127	1294	204	6252	4592	5814	8383	13368	1742	668	221426	224	595541	17071	953	801	2153	5152	3500	1332876	3930	6232	7335	4221	21490	14489	165503	878	4787	1580707	1053	3699	986	6360	12926	651	2425	6138	3772	1407	222	1020	14352	503	317021	2994	12241	482	2758	442	26097	2694	8881	15856	1615	236659	3467	202	726	1887	1504397	797	6064	15640	1070	5259	4837	881	587	1667926	1672624	3456	1028382	713	3302	9235	2423	2155	529	921	924	907771	62571	1232193	143	1139	588	1627	1583	962191	777	207	188276	911	1454	114634	253	797	535	374105	5434	2434	93354	25260	9408	475	583	467231	1801	712	520	0	0
TG1:bin_000032	4025	1389	1041	1442	1228	1184	1008	1306	801	2915	2301	1362	124	746	618	665	1211	1505	1660	2565	5470	4244	1008	757	2144	1796510	600	864	1843	1086	2923	2054	765	2132	1152	1672	911	1817	1008	1160	3844	910	1365	739	952	1149	3524	1855	1794	4225	1614	1733	743	2965	3195	3445	2217370	4246	1934	793	3071	784	4476	935	711	4565	3705	1316	3535	2150	2277076	2169017	3068	1786864	1509	2011	899	2816	2675	2391	587	2818	1895096	462	2882	3184	2870	922	3434	1349	1670901	2983	1856	1274369	3409	980	1962072	1523	1806	2971	4902	4244	3230	2043385	2034	1843	1330	2653	2063400	3147	1959	2479	0	0
TG1:bin_000045	20665	0	88	750	3205	0	0	1402	0	10434	7876	2467	0	8109	150	0	1517	800	0	38649	11699	11801	140	0	346	136405	344	0	0	311	8948	6415	150	968	8192	3310	0	2643	0	0	26394	2265	1811	300	0	8080	5127	3360	1125	11777	0	750	139	2326	5838	10440	21082	12049	1379	0	19641	176	18412	196	201	1345	18763	39951	11045	2630	5160	13776	11645	10686	0	2203	0	19636	8919	2783	150	5620	11849	0	10281	2801	11660	4219	11027	2190	6671	9864	1111	7285	12835	2239	24189	2613	1847	3938	12810	12144	4719	1426209	7936	11680	676	151	19121	9330	8366	3750	0	0
TG1:bin_000046	1538733	847	0	1622	1865	1524	2783	1888	3344	904264	2595	0	0	150	1428	0	80	1556	0	2846	157661	2552	3158	1453	0	1242195	1535	0	408	2566	47729	0	2345	0	283	3378	0	0	2477	1547	846579	877	0	2387	0	98	544758	3561	1913	1094132	0	0	84	600	449	8321	1460691	8126	556	0	932562	65	1582	3109	1252	1574	678242	2318	3324	1030	1555757	725559	878894	397787	0	343	1413	1039002	441093	709579	878	803828	705752	1542	36930	601222	10320	0	3277	68	1092240	1850	1690	1321522	982615	242	1110007	210290	2261	1983	168752	10060	1039	1442651	300	3269	0	0	1324820	5020	2371	1817	0	0
TG1:bin_000047	1456915	542	3385	195547	173415	150	0	0	38255	1207246	753958	98	11511	0	5834	16075	255462	1988	25816	870976	1404324	1344663	29141	0	37653	1615233	14872	466	1175	67856	526092	300	300	108810	0	516646	12337	705681	0	903	1358600	290696	428507	8201	300	6154	1663091	720942	130125	1631614	30666	258715	5754	1021	3445	1046566	1678345	1390577	512955	3610	782687	10858	943613	0	15745	346177	683464	2320	1120433	675712	1751237	1143136	667291	827413	2903	393575	0	927608	883310	795401	33506	973222	1135630	3295	511577	505497	1281348	568337	1209061	318373	652794	1427470	449319	1311931	827020	662397	1507295	800124	598831	421353	1429822	1502722	1304032	1601242	745	707272	262341	39507	1379504	1278142	699151	923580	0	0
TG1:bin_000049	39616	4656762	89191	424084	48967	4780362	2077463	584715	3199506	15859	33346	2848194	134132	4792386	4762326	3895718	4949894	3377391	4960610	84988	44572	127730	2933346	4090178	4953999	30248	4071005	4962839	148374	2138172	24751	180375	2187103	3057388	4829006	85446	2338725	4884005	2597338	4286318	15586	3738693	2423205	372768	86335	4815892	64323	77588	364826	66464	4600244	49025	4921304	1494568	225305	339961	10053	2326275	3031343	4971612	22921	4857254	58457	2141608	3719522	258389	37741	2019955	2931253	3107450	71517	67524	45351	27727	4687995	23102	4142950	20607	29260	17421	3462070	89046	56339	4591771	28728	13835	163580	57153	4690486	3964248	152960	24430	237976	60676	25169	4890214	61769	39709	283753	55156	105018	2840048	59058	12207	232528	531955	45034	3264402	45459	1429023	4247481	22601	55	428
TG1:bin_000059	23866	0	397	0	6190	0	3174	3669	324	6792	40909	264	304	3677	0	0	0	3786	0	4472	0	5026	940	0	90	2129583	0	0	0	3034	109	0	2061	340	0	7062	224	0	2005	0	311708	156	150	1102	305	0	7888	6051	0	6895	210	2905	0	0	0	3504	2510960	6144	311	0	321078	0	3510	4933	0	834	324696	5194	3397	163	0	61004	11840	1372420	0	3904	29	262178	10659	6429	0	9690	0	77	0	9946	3648	1218	3431	284	523647	146469	211	1863376	409116	0	1520016	4519	1186	206015	0	4055	5772	1874023	0	6814	2400	348	2433612	2723	1981	157994	0	0
TG1:bin_000065	184168	2044	875	1701	77828	598	408	619	2826	124897	1899	10672	689	475	2433	303	4836	842	408	37853	1653502	190252	651	669	394	785994	165	380	6879	1355	966025	324	657	1348	1110	31151	716	431	897	906	178156	962	146959	607	326	880	121022	81279	1324	159210	1081	116931	296	399325	365930	621	1478575	1069	608	150	124598	240	2298	456	615	1616	145432	610	492	292	2512703	1212531	572188	1113984	161	112127	699	89528	145204	154266	749	94022	803050	447	1123587	78853	172103	95512	776	6017	890822	2070	1827	1623453	389558	90050	1860544	53697	2309	3051	771912	965	177889	254504	128275	174133	126736	550	2056342	959	588855	1502	0	0
TG1:bin_000066	13185	425	464	11312	22132	613	2911	5451	4315	9516	16141	178926	606	498	1154	567	1585	4371	201	20026	1073264	8152	2016	3192	638	426251	432	579	1788	5166	952307	518	3610	5661	4049	4756	1328	807	3631	1636	47229	516	2133	3556	491	835	353193	7326	13292	16552	4658	6214	360	2224	174165	16184	1041159	17772	643	331	46763	522	12904	4455	1719	11316	49022	4772	9220	364	1295707	786629	10276	375459	183	10721	2340	30234	4540	859607	5139	450670	432603	1465	709420	986759	10482	3682	15227	1029	1032268	14915	9260	400682	64334	464	424251	146974	8495	10741	660975	16635	5061	597444	4176	5203	4379	1437	1088317	14129	1935	11170	0	0
TG1_21:bin_000001	7971	5760	6926	10850	7815	5578	5970	5969	6203	7356	9587	10380	6820	7335	5255	6989	7336	6088	7362	7367	10989	7638	5598	5655	7009	2072424	5210	7213	5516	5762	10918	5565	5567	10259	7087	7885	9626	7335	5472	5656	12391	9329	7164	6022	6889	7100	11200	7680	9799	7964	10042	10150	7034	9285	9516	7566	2071502	7374	10146	7001	14908	7336	11153	6383	5706	10168	13588	7695	7563	9339	1296547	2072555	8387	2072004	5222	10823	5727	16129	14495	43091	9739	10806	10351	5344	10590	11390	7421	9178	7221	7332	2072397	11426	10675	619765	18012	7536	2070797	307263	10163	10089	10432	7486	9410	2072500	9318	7986	10059	9876	2072501	7497	7349	10550	0	0
TG1_21:bin_000012	24709	18615	9034	16904	23717	19333	20274	21541	20361	14915	17222	1758357	6484	55298	9449	15090	13153	20325	12548	23003	2078388	21741	19992	22744	12821	2075440	10406	8201	19032	18007	2083321	16848	20754	12425	17421	19821	12516	13521	20540	17782	27113	10628	13718	20271	6324	696113	18799	23055	15701	21465	9681	17036	12825	2081641	2081066	18474	2081188	19579	11012	9353	33661	13014	18730	21540	9689	16304	31325	22656	18696	9603	2078601	1837523	33115	1867259	14124	16786	21684	33047	24436	20797	8185	18893	2059015	9433	1912789	18990	19458	14213	16804	13400	2082210	18743	15459	2077016	26131	13444	2065242	15638	17260	17116	2062703	19517	19138	1717367	1890052	21848	15735	11744	2079220	14044	15484	15142	0	0
TG1_21:bin_000022	33495	11492	9213	17381	655698	683297	1905331	2233057	1512845	40406	528772	1070166	6476	1000352	6603	17810	20577	1291465	18055	267642	2484189	25583	1928749	128864	21193	2158319	4715	14748	13787	2212543	2153931	22059	1096597	9415	22982	114617	8269	20481	1937526	13398	26853	8071	21378	2196323	7682	541142	555691	54585	16198	27588	8953	563583	18697	1507731	548937	21339	2481753	24607	7154	12386	93568	15786	385535	2266680	8968	15506	35303	1568431	21028	7620	2459644	2416512	40047	1770443	12543	396534	57925	27883	28241	863375	10248	465134	2395727	8027	2342030	582706	27325	303437	19740	22589	2249970	186030	20966	908136	40948	20683	1666393	365047	11578	76463	2084685	23629	552318	2284700	1859964	345957	470699	8539	2431144	19570	17578	253795	0	0
TG1_21:bin_000035	331552	261985	284101	351960	304106	277019	259351	279163	300030	189013	336978	362124	252487	301713	273089	217945	295120	308183	294243	289190	562698	338780	295716	290072	315131	3450609	258583	270133	271800	297693	1683314	264651	288155	367035	291754	294011	300936	303525	290192	280577	300827	335706	322522	297967	276110	300023	347887	299624	393243	325623	270855	366906	196593	334857	341629	353862	3489830	232464	316760	265127	278528	284398	279769	296273	252064	373820	226529	294196	298782	311558	2915751	3488639	355706	3444858	261969	333740	293891	204527	370171	381269	130847	377654	1293008	260556	834327	364398	284991	270343	216833	286156	1988890	373524	366192	3480140	231465	294101	3476930	251842	406792	376422	414714	370002	372947	3489204	351553	253739	351534	299922	3486168	209237	297721	279787	0	0
TG1_28:bin_000007	493939	1303	172	2672	20099	4587	4707	10017	5898	63194	56800	2683	767	0	150	104	1788	5873	300	1285208	32161	3370	4811	5418	2499	1685663	393	356	1174	4626	46820	1645	5209	2546	207	4762	2069	1702	5220	4781	162700	0	2058	5318	355	158	450	4362	4413	44650	2474	2064	0	2533	3550	1446	1685335	750	74707	450	148196	2860	42627	5309	62	5099	97964	51335	411	300	160831	1689376	26119	1687811	30	181	3788	150992	18817	524	2521	15636	1687824	0	16761	610	2545	7788	194	2282	1689304	27643	4524	84944	112547	1557	1677226	372	3560	28133	13622	1720	1708	1689179	3838	64435	1371	2510	567203	537	1136	18249	0	0
TG1_28:bin_000038	82331	7020	10103	174838	1586167	29057	103452	142383	143915	76065	35025	153723	4451	27855	106698	24860	29975	142047	30457	154036	2575929	38088	138346	104573	28203	2542676	22921	18610	9293	136693	2578917	8185	131127	162037	28710	125200	129386	31593	133359	96676	182079	142196	26681	116181	6107	31811	222263	120817	137797	97040	139203	101357	22744	116282	153508	36443	2578608	36439	126091	22080	167811	23171	141599	125947	102475	157861	172477	132776	31680	161729	2535105	2489317	99114	2531457	7714	180704	116445	144778	132787	184478	139313	146743	2567006	112198	2538057	162054	36493	26283	32548	28283	2575824	126572	140203	2565200	1476290	25459	2565933	162455	108271	103143	2564677	36914	134997	2573147	106536	129077	105178	128887	2569962	33122	26436	133241	0	0
TG1_35:bin_000022	2774719	109664	2859720	2869126	138882	131490	131476	143343	145936	1466911	2872583	2816108	2733165	143824	120557	2734149	2871930	151509	2861398	148096	2939931	170252	143341	144399	2861351	2908220	107933	2834789	120080	147425	2927502	118340	141843	2870968	144721	143497	2794448	2871895	140463	131012	2609403	2865716	2877380	144166	2856769	143683	2875684	146746	2665600	2676653	2822867	2879645	2839510	2888222	2901748	148691	2930781	144869	2851530	2852159	2194145	2321612	2812577	143475	121379	2065199	2666282	137573	137593	2863533	2923272	2935021	1986893	2919067	107407	2856894	147462	2083448	2253178	2869490	996816	2877497	2931755	107815	2930700	2832408	128668	2812960	123204	2871078	2910862	2891184	2777607	2902011	1763628	2844744	2808784	2812190	2879302	2864591	2935511	149813	2882625	2921613	2903479	133453	2869014	2784076	2922165	120700	136817	2827566	0	0
